ldef	mean_chipenrich_caught	genome_coverage_raymond	n_datasets	genome_coverage_heming	mean_findOverlap_caught	numEnh_ge1Gene	genome_coverage_tingting
thurman.0.thurman	0.0754332757400347	0.00765107149804477	297	0.0124784893191403	0.287568457504715	260374	0.0126852270333078
thurman.0.thurman.fantom	0.116215787908698	0.0199876403610272	297	0.0126096124087813	0.29660063916863	263103	0.0128185225083341
thurman.fantom.0.E	0.0549158525476469	0.00818186556523084	297	0.0165235039042222	0.333502425474329	326456	0.0167972575085113
thurman.fantom.0.E.fantom	0.131697232065776	0.0207722809015131	297	0.0170778858524496	0.354518807539782	332267	0.0173608241948765
thurman.fantom.0.E.thurman	0.126321565213203	0.0168552328771962	297	0.0211166350695892	0.410664148479807	419926	0.0214664855004824
thurman.fantom.0.E.thurman.fantom	0.155474702808198	0.0287426604466156	297	0.0214593068762722	0.420758378560971	423828	0.0218148345317245
thurman.fantom.0.fantom	0.108556705739228	0.0136182165393316	297	0.0021692834746828	0.362906194787616	21644	0.00220522313816831
thurman.fantom.0.P2P	0.0569577423405465	0.00174142438807072	297	0.00163039414774812	0.0981122892460691	29652	0.00165740574752411
thurman.fantom.0.P2P.E	0.0940649103662393	0.00965772171415562	297	0.0167036523778911	0.160801188895561	329679	0.0169803905969604
thurman.fantom.0.P2P.E.fantom	0.141201591459527	0.0221218199783541	297	0.0172148920390163	0.351825354740037	335124	0.0175001002351982
thurman.fantom.0.P2P.E.thurman	0.139116847013199	0.0181837017189434	297	0.0211813898096623	0.367275561627229	420983	0.0215323130664883
thurman.fantom.0.P2P.E.thurman.fantom	0.158965531240868	0.0299632768966751	297	0.0214990033222237	0.415197373969099	424656	0.0218551886496334
thurman.fantom.0.P2P.fantom	0.123390476932373	0.015196370590355	297	0.00345101531433047	0.422739434696445	48348	0.00350819010523625
thurman.fantom.0.P2P.thurman	0.120368735536977	0.0110524561497008	297	0.0134782929475041	0.21823368379578	269000	0.0137015949357162
thurman.fantom.0.P2P.thurman.fantom	0.149086431173972	0.0237186754902834	297	0.0146440466841466	0.330551973106849	281895	0.0148866623293753
thurman.fantom.0.thurman	0.10228273268526	0.00951582299858093	297	0.012922751793401	0.291640624701972	259601	0.0131368498383001
thurman.fantom.0.thurman.fantom	0.14374014667091	0.0223175508882333	297	0.0142748195935172	0.341665835039721	274217	0.0145113180587915
