dataset	genome_coverage	peak_catching	numEnh_ge1Gene	enhGenomeCov
dnase.fantom.500.E.thurman.fantom	0.13877436701355	0.790686739749722	1132693	0.141012085625131
dnase.fantom.500.P2P	0.0113896994805097	0.103912403962133	102363	0.0115709718714791
dnase.fantom.500.P2P.E	0.129856913340099	0.297916342287069	1063163	0.131947658664942
dnase.fantom.500.P2P.E.fantom	0.130756426276554	0.732378309657116	1069574	0.132861860784254
dnase.fantom.500.P2P.E.thurman	0.139159992037298	0.748267748653197	1137523	0.141403510942574
dnase.fantom.500.P2P.E.thurman.fantom	0.139763206168574	0.797802562753545	1141874	0.142016502087829
dnase.fantom.500.P2P.fantom	0.0145360482900103	0.805446606303692	124850	0.0147685514947748
dnase.fantom.500.P2P.thurman	0.0362434957674867	0.357087371227741	300858	0.036833063483071
dnase.fantom.500.P2P.thurman.fantom	0.0384037315259134	0.475567907193883	316568	0.0390282077826424
dnase.fantom.500.fantom	0.00370704951015134	0.508042393793572	26496	0.00376739725051822
dnase.fantom.500.thurman	0.0274127788475057	0.313583516222624	220567	0.0278631384347656
dnase.fantom.500.thurman.fantom	0.0299055992878012	0.365068232999999	238771	0.0303961817662647
dnase.thurman.0.E	0.0554075861314005	0.691010463505981	1125043	0.056325552834852
dnase.thurman.0.E.fantom	0.0557657632699668	0.711942400278977	1132002	0.0566896640829889
dnase.thurman.0.E.thurman	0.0603865971678596	0.768404758901536	1218392	0.061387053773267
dnase.thurman.0.E.thurman.fantom	0.0606223986453347	0.778767622174739	1223216	0.0616267618981899
dnase.thurman.0.P2P	0.00492466944785281	0.0976877932644241	98234	0.00500625904404841
dnase.thurman.0.P2P.E	0.055969120646804	0.286939563860236	1136177	0.0568963905887464
dnase.thurman.0.P2P.E.fantom	0.0562953103127049	0.722882429269938	1142516	0.0572279844108868
dnase.thurman.0.P2P.E.thurman	0.0608212275564547	0.738198812207944	1227335	0.0618288849127501
dnase.thurman.0.P2P.E.thurman.fantom	0.0610343895652268	0.785834375163146	1231691	0.0620455784889511
dnase.thurman.0.P2P.fantom	0.00613297093371534	0.79345645579059	121784	0.00623457909793017
dnase.thurman.0.P2P.thurman	0.0176424899755177	0.344242029423378	337535	0.0179347824122447
dnase.thurman.0.P2P.thurman.fantom	0.0184744537485241	0.455936147940815	354511	0.0187805297678869
dnase.thurman.0.fantom	0.00146194481956452	0.489301415816356	28423	0.00148616563047408
dnase.thurman.0.thurman	0.0138635954400118	0.292437454305854	259742	0.01409328093784
dnase.thurman.0.thurman.fantom	0.0148679593105697	0.345175019414986	280254	0.0151142846343802
dnase.thurman.500.P2P	0.0117818215227161	0.702560803052716	106382	0.0119695035114845
dnase.thurman.500.P2P.fantom	0.0146800808911401	0.724677352431389	133093	0.0149143869689784
dnase.thurman.500.P2P.thurman	0.0433349958637736	0.78466588242047	347379	0.0440431963717132
dnase.thurman.500.P2P.thurman.fantom	0.0453844696278715	0.795420853351012	366811	0.04612516443296
dnase.thurman.500.fantom	0.00345229399975928	0.104160402704426	32428	0.00350776790588219
dnase.thurman.500.thurman	0.0342138781704838	0.29796735908601	263514	0.0347784027075134
dnase.thurman.500.thurman.fantom	0.0366516299763824	0.736326688733402	287103	0.0372547165945117
dnase.thurman.500.E	0.138923209302217	0.752244338641481	1126654	0.141163656485357
dnase.thurman.500.E.fantom	0.139792889846667	0.80254091945331	1134618	0.142047321348558
dnase.thurman.500.E.thurman	0.151313064494455	0.810336336636366	1221033	0.153757835759569
dnase.thurman.500.E.thurman.fantom	0.151903757740554	0.3573667185014	1226625	0.154357863737205
dnase.thurman.500.P2P.E	0.140300071651697	0.47622186622458	1139232	0.142562453337947
dnase.thurman.500.P2P.E.fantom	0.141098924018052	0.510100123570422	1146454	0.143374167290876
dnase.thurman.500.P2P.E.thurman	0.15238788285174	0.311095442787444	1231029	0.154849583528748
dnase.thurman.500.P2P.E.thurman.fantom	0.152926391496482	0.365749625064732	1236059	0.15539661757323
dnase.thurman.fantom.0.E	0.0561235540065746	0.691585219013499	1119353	0.0570533825274422
dnase.thurman.fantom.0.E.fantom	0.0567439410992394	0.712925733487497	1125146	0.0576840479002863
dnase.thurman.fantom.0.E.thurman	0.0612181821652618	0.769465706889915	1212490	0.0622324160779299
dnase.thurman.fantom.0.E.thurman.fantom	0.0616008999591417	0.779603389109291	1216359	0.0626214745593605
dnase.thurman.fantom.0.P2P	0.00507559659116675	0.0999704888467918	96318	0.0051596866769502
dnase.thurman.fantom.0.P2P.E	0.056703394632532	0.28819075044268	1130233	0.0576428296788791
dnase.thurman.fantom.0.P2P.E.fantom	0.057273556143638	0.723607833018031	1135658	0.058222437356464
dnase.thurman.fantom.0.P2P.E.thurman	0.0616596222528479	0.739065870380262	1221192	0.0626811697362788
dnase.thurman.fantom.0.P2P.E.thurman.fantom	0.0620129080383313	0.78668215865778	1224832	0.0630403085937064
dnase.thurman.fantom.0.P2P.fantom	0.00710381348106977	0.794225965403605	114915	0.00722150610582493
dnase.thurman.fantom.0.P2P.thurman	0.0181483873753534	0.345840835670791	334874	0.0184490612811324
dnase.thurman.fantom.0.P2P.thurman.fantom	0.0194464275384547	0.458411397958358	347637	0.0197686067602503
dnase.thurman.fantom.0.fantom	0.0024319643561683	0.490637890561088	21565	0.00247225599236499
dnase.thurman.fantom.0.thurman	0.0143241293770129	0.296524393504214	258906	0.0145614447834781
dnase.thurman.fantom.0.thurman.fantom	0.0158395225484192	0.346947187200711	273392	0.0161019442728296
dnase.thurman.fantom.500.E	0.139093779074702	0.702724037104255	1120955	0.141337107092216
dnase.thurman.fantom.500.E.fantom	0.140069483423016	0.724834469352788	1127887	0.142328732238906
dnase.thurman.fantom.500.E.thurman	0.151540347016248	0.785364261355922	1215229	0.153988850518756
dnase.thurman.fantom.500.E.thurman.fantom	0.15219334535382	0.795661264756621	1219960	0.154652408031637
dnase.thurman.fantom.500.P2P	0.0117856864955964	0.104007110791371	104358	0.0119734974463075
dnase.thurman.fantom.500.P2P.E	0.140469909294155	0.298284786665621	1133258	0.142735179066955
dnase.thurman.fantom.500.P2P.E.fantom	0.141374890962277	0.736549760499285	1139683	0.143654930507387
dnase.thurman.fantom.500.P2P.E.thurman	0.152606218706474	0.752453272834654	1224957	0.155071527623924
dnase.thurman.fantom.500.P2P.E.thurman.fantom	0.153214267310939	0.802949072562931	1229352	0.155689417186169
dnase.thurman.fantom.500.P2P.fantom	0.0149498704882637	0.810582715419894	126898	0.0151891825413675
dnase.thurman.fantom.500.P2P.thurman	0.0435128685061698	0.357442228134512	344951	0.0442238127385345
dnase.thurman.fantom.500.P2P.thurman.fantom	0.0456897665780023	0.477880058084091	360804	0.0464358391977402
dnase.thurman.fantom.500.fantom	0.0037275208698383	0.510377038657333	26516	0.00378819032643383
dnase.thurman.fantom.500.thurman	0.0344596008995638	0.314585279325408	263061	0.0350278647035119
dnase.thurman.fantom.500.thurman.fantom	0.0369710013636437	0.36614579788199	281417	0.0375797387076551
fantom.0.E	0.00156953107279599	0.0772579063128044	16024	0.00159553432190781
fantom.0.E.fantom	0.00210274194331595	0.0980888473117746	21839	0.00213757917815483
fantom.0.E.thurman	0.00176568567562353	0.0874208929125509	17944	0.00179493872149959
fantom.0.E.thurman.fantom	0.00210324973141616	0.0981021561743469	21846	0.00213809537904832
fantom.0.P2P	0.000336719119272948	0.0975493179895122	2953	0.000342297722520075
fantom.0.P2P.E	0.0016116838404087	0.0402406678491156	16392	0.00163838545665449
fantom.0.P2P.E.fantom	0.00210296819183119	0.0826759080461279	21842	0.00213780917504855
fantom.0.P2P.E.thurman	0.00179060161112877	0.0980908917449749	18175	0.00182026745244993
fantom.0.P2P.E.thurman.fantom	0.00210341338027199	0.090116506686355	21848	0.00213826173916106
fantom.0.P2P.fantom	0.00208998368785701	0.0981035941526026	21686	0.00212460954994853
fantom.0.P2P.thurman	0.000945170649464711	0.0976685851876543	8810	0.000960829790132392
fantom.0.P2P.thurman.fantom	0.00209226047242397	0.0642468043280248	21712	0.00212692405520627
fantom.0.fantom	0.00208841138778202	0.0978277779027693	21670	0.00212301120074891
fantom.0.thurman	0.000760438419008957	0.0456612391822421	7079	0.000773037003380059
fantom.0.thurman.fantom	0.00209117308138585	0.0977581150400911	21701	0.00212581864878729
fantom.500.E	0.00264468975614833	0.0812402145481415	16601	0.00268850572624575
fantom.500.E.fantom	0.00358995954822084	0.103297070341503	22530	0.00364943630153381
fantom.500.E.thurman	0.00297894174975793	0.0924394172489821	18660	0.00302829544893036
fantom.500.E.thurman.fantom	0.00359166594502817	0.103311475970792	22543	0.00365117096911707
fantom.500.P2P	0.000537765392948177	0.102699059655976	3329	0.000546674835850531
fantom.500.P2P.E	0.00271243243834045	0.0431658258254807	17021	0.00275737073718375
fantom.500.P2P.E.fantom	0.00359049593515022	0.0869922985476294	22540	0.00364998157506836
fantom.500.P2P.E.thurman	0.00302192769659388	0.103299511473751	18932	0.00307199356661992
fantom.500.P2P.E.thurman.fantom	0.00359200849544871	0.0952820189171412	22551	0.0036515191947511
fantom.500.P2P.fantom	0.00356487201974056	0.103313221324498	22235	0.00362393313473711
fantom.500.P2P.thurman	0.00156229048477887	0.102824554667491	9600	0.00158817377525006
fantom.500.P2P.thurman.fantom	0.00357015295242978	0.0693544801664195	22274	0.00362930155942355
fantom.500.fantom	0.00356186755385353	0.103007927310929	22163	0.00362087889227906
fantom.500.thurman	0.00125308121481718	0.0498331080259603	7628	0.00127384167222449
fantom.500.thurman.fantom	0.00356802138636207	0.102934165445784	22211	0.00362713467857653
thurman.0.E	0.0152731684947705	0.297959208757568	318349	0.0155262071328579
thurman.0.E.fantom	0.0154023080967259	0.309407915673668	321043	0.015657486258712
thurman.0.E.thurman	0.0197548652755583	0.374660259458762	412010	0.0200821545480259
thurman.0.E.thurman.fantom	0.0197834650580258	0.376335124170289	412605	0.0201112281581742
thurman.0.P2P	0.00135885525557338	0.0506238949825401	28322	0.00138136812730304
thurman.0.P2P.E	0.0154190241123777	0.142604810656792	321390	0.0156744792174117
thurman.0.P2P.E.fantom	0.0155391642983219	0.313647711914269	323899	0.0157966098291828
thurman.0.P2P.E.thurman	0.0197963138764438	0.322400704420606	412875	0.0201242898497438
thurman.0.P2P.E.thurman.fantom	0.0198230458376016	0.376895925762999	413432	0.0201514646934015
thurman.0.P2P.fantom	0.00178617038143076	0.378359042346252	37223	0.00181576280823233
thurman.0.P2P.thurman	0.012862763207092	0.172197342908389	268376	0.0130758673894415
thurman.0.P2P.thurman.fantom	0.0129779793101821	0.311592395295839	270775	0.0131929923384808
thurman.0.fantom	0.000505650814375271	0.318171767072143	10526	0.000514028198115989
thurman.0.thurman	0.0124784893191403	0.287568457504715	260374	0.0126852270333078
thurman.0.thurman.fantom	0.0126096124087813	0.29660063916863	263103	0.0128185225083341
thurman.500.E	0.0479435278164151	0.346931012872035	319119	0.0487377931502734
thurman.500.E.fantom	0.0484083433159082	0.360739917222156	322326	0.0492103078781608
thurman.500.E.thurman	0.0618473846881369	0.435396125031789	412246	0.0628719696032048
thurman.500.E.thurman.fantom	0.0619553992882764	0.437416048958382	412982	0.0629817737381957
thurman.500.P2P	0.00470552615284154	0.0630020246915676	31990	0.00478347765680946
thurman.500.P2P.E	0.0484852611380287	0.171254281105914	322801	0.049288500361439
thurman.500.P2P.E.fantom	0.0489144504404912	0.366918882167173	325759	0.049724798654299
thurman.500.P2P.E.thurman	0.0620088152281119	0.3770991190096	413325	0.0630360743250506
thurman.500.P2P.E.thurman.fantom	0.0621087427148908	0.438291857367125	414005	0.0631376573632084
thurman.500.P2P.fantom	0.00621413727079183	0.439980597982024	42420	0.00631708079267214
thurman.500.P2P.thurman	0.0402111435288302	0.205991899946325	269659	0.0408772807308842
thurman.500.P2P.thurman.fantom	0.0406402826244593	0.36384109699652	272591	0.0413135296002544
thurman.500.fantom	0.001815867723409	0.371898938431906	12582	0.00184594990053318
thurman.500.thurman	0.0388291820081087	0.334224738684349	260379	0.0394724248168686
thurman.500.thurman.fantom	0.0393251146225662	0.345797026115067	263767	0.0399765734854936
thurman.fantom.0.E	0.0165235039042222	0.333502425474329	326456	0.0167972575085113
thurman.fantom.0.E.fantom	0.0170778858524496	0.354518807539782	332267	0.0173608241948765
thurman.fantom.0.E.thurman	0.0211166350695892	0.410664148479807	419926	0.0214664855004824
thurman.fantom.0.E.thurman.fantom	0.0214593068762722	0.420758378560971	423828	0.0218148345317245
thurman.fantom.0.P2P	0.00163039414774812	0.0981122892460691	29652	0.00165740574752411
thurman.fantom.0.P2P.E	0.0167036523778911	0.160801188895561	329679	0.0169803905969604
thurman.fantom.0.P2P.E.fantom	0.0172148920390163	0.351825354740037	335124	0.0175001002351982
thurman.fantom.0.P2P.E.thurman	0.0211813898096623	0.367275561627229	420983	0.0215323130664883
thurman.fantom.0.P2P.E.thurman.fantom	0.0214990033222237	0.415197373969099	424656	0.0218551886496334
thurman.fantom.0.P2P.fantom	0.00345101531433047	0.422739434696445	48348	0.00350819010523625
thurman.fantom.0.P2P.thurman	0.0134782929475041	0.21823368379578	269000	0.0137015949357162
thurman.fantom.0.P2P.thurman.fantom	0.0146440466841466	0.330551973106849	281895	0.0148866623293753
thurman.fantom.0.fantom	0.0021692834746828	0.362906194787616	21644	0.00220522313816831
thurman.fantom.0.thurman	0.012922751793401	0.291640624701972	259601	0.0131368498383001
thurman.fantom.0.thurman.fantom	0.0142748195935172	0.341665835039721	274217	0.0145113180587915
thurman.fantom.500.E	0.0493218382199455	0.377590878990512	327230	0.0501382119332045
thurman.fantom.500.E.fantom	0.0502764773062199	0.399659332365325	333363	0.0511085746423405
thurman.fantom.500.E.thurman	0.0632202034809365	0.465986139634728	420187	0.0642667024236032
thurman.fantom.500.E.thurman.fantom	0.0638372546790606	0.476104532942455	424128	0.0648938739110506
thurman.fantom.500.P2P	0.0049503801130443	0.103042360791325	33305	0.00503222026645649
thurman.fantom.500.P2P.E	0.0498968904486049	0.186051770910051	331098	0.0507227706815619
thurman.fantom.500.P2P.E.fantom	0.0507842040778284	0.399789840115493	336807	0.0516246976857596
thurman.fantom.500.P2P.E.thurman	0.0634142948371216	0.415943367941045	421464	0.0644639980876301
thurman.fantom.500.P2P.E.thurman.fantom	0.0639916988428333	0.471082041948112	425160	0.0650508732794213
thurman.fantom.500.P2P.fantom	0.0080185527519408	0.478661167590172	52960	0.00815089641888547
thurman.fantom.500.P2P.thurman	0.0404438433043991	0.245431132418042	270421	0.0411133531605278
thurman.fantom.500.P2P.thurman.fantom	0.0424895680797572	0.378468682601802	283494	0.043192634263682
thurman.fantom.500.fantom	0.00360579885087604	0.410741112776632	23011	0.00366514618767471
thurman.fantom.500.thurman	0.0388225273783249	0.33435346858402	259679	0.0394652697168743
thurman.fantom.500.thurman.fantom	0.041169245297788	0.384825138979915	274629	0.0418504596098509
